Transaction Date,Customer ID,Customer Name,Order ID,Product ID,Product Name,Product Category,Quantity,Unit Price,Total Amount,Transaction Type,Return Reason 
11/08/2023,C189,Customer 189,ORD06146,P041,Relaxed Casual Activewear,Activewear,3,254.31,762.93,PURCHASE,
04/10/2023,C218,Customer 218,ORD06147,P026,Classic Modern Pants,Pants,2,296.67,593.34,PURCHASE,
05/07/2023,C315,Customer 315,ORD06148,P024,Slim Vintage Shirts,Shirts,2,109.97,219.94,PURCHASE,
05/09/2023,C315,Customer 315,ORD06148,P024,Slim Vintage Shirts,Shirts,-2,109.97,-219.94,RETURN,Wrong Item Received
01/25/2023,C061,Customer 61,ORD06149,P029,Premium Formal Shirts,Shirts,3,32.48,97.44,PURCHASE,
01/29/2023,C061,Customer 61,ORD06149,P029,Premium Formal Shirts,Shirts,-3,32.48,-97.44,RETURN,Wrong Size
03/12/2023,C279,Customer 279,ORD06150,P022,Signature Formal Jackets,Jackets,1,61.31,61.31,PURCHASE,
07/22/2023,C387,Customer 387,ORD06151,P017,Basic Athletic Jackets,Jackets,3,275.6,826.8,PURCHASE,
09/10/2023,C049,Customer 49,ORD06152,P039,Essential Athletic Footwear,Footwear,3,236.29,708.87,PURCHASE,
09/20/2023,C049,Customer 49,ORD06152,P039,Essential Athletic Footwear,Footwear,-3,236.29,-708.87,RETURN,Style Not as Expected
12/01/2023,C474,Customer 474,ORD06153,P006,Deluxe Casual Footwear,Footwear,3,59.92,179.76,PURCHASE,
12/18/2023,C171,Customer 171,ORD06154,P016,Luxury Casual Dresses,Dresses,3,159.32,477.96,PURCHASE,
11/28/2023,C110,Customer 110,ORD06155,P045,Essential Modern Shirts,Shirts,1,248.15,248.15,PURCHASE,
11/09/2023,C092,Customer 92,ORD06156,P007,Classic Athletic Pants,Pants,2,232.75,465.5,PURCHASE,
05/01/2023,C444,Customer 444,ORD06157,P016,Luxury Casual Dresses,Dresses,3,159.32,477.96,PURCHASE,
12/28/2023,C160,Customer 160,ORD06158,P047,Signature Casual Dresses,Dresses,1,130.88,130.88,PURCHASE,
01/11/2024,C160,Customer 160,ORD06158,P047,Signature Casual Dresses,Dresses,-1,130.88,-130.88,RETURN,Wrong Size
02/09/2023,C285,Customer 285,ORD06159,P034,Signature Modern Outerwear,Outerwear,3,289.46,868.38,PURCHASE,
02/24/2023,C481,Customer 481,ORD06160,P037,Deluxe Vintage Shirts,Shirts,3,129.15,387.45,PURCHASE,
09/02/2023,C073,Customer 73,ORD06161,P041,Relaxed Casual Activewear,Activewear,3,254.31,762.93,PURCHASE,
02/18/2023,C461,Customer 461,ORD06162,P032,Ultra Casual Accessories,Accessories,3,252.74,758.22,PURCHASE,
03/17/2023,C025,Customer 25,ORD06163,P020,Classic Vintage Footwear,Footwear,3,199.09,597.27,PURCHASE,
12/06/2023,C470,Customer 470,ORD06164,P046,Premium Athletic Outerwear,Outerwear,1,238.48,238.48,PURCHASE,
10/05/2023,C318,Customer 318,ORD06165,P009,Deluxe Formal Footwear,Footwear,2,212.65,425.3,PURCHASE,
07/30/2023,C451,Customer 451,ORD06166,P040,Ultra Casual Underwear,Underwear,2,143.86,287.72,PURCHASE,
06/03/2023,C405,Customer 405,ORD06167,P024,Slim Vintage Shirts,Shirts,1,109.97,109.97,PURCHASE,
06/11/2023,C405,Customer 405,ORD06167,P024,Slim Vintage Shirts,Shirts,-1,109.97,-109.97,RETURN,Wrong Size
07/04/2023,C102,Customer 102,ORD06168,P041,Relaxed Casual Activewear,Activewear,3,254.31,762.93,PURCHASE,
12/16/2023,C132,Customer 132,ORD06169,P012,Premium Modern Dresses,Dresses,3,54.8,164.4,PURCHASE,
12/17/2023,C132,Customer 132,ORD06169,P012,Premium Modern Dresses,Dresses,-3,54.8,-164.4,RETURN,Fit Issues
09/12/2023,C246,Customer 246,ORD06170,P049,Premium Athletic Accessories,Accessories,2,31.24,62.48,PURCHASE,
08/04/2023,C418,Customer 418,ORD06171,P050,Classic Casual Jackets,Jackets,2,180.01,360.02,PURCHASE,
11/24/2023,C228,Customer 228,ORD06172,P005,Slim Vintage Pants,Pants,1,225.34,225.34,PURCHASE,
12/03/2023,C228,Customer 228,ORD06172,P005,Slim Vintage Pants,Pants,-1,225.34,-225.34,RETURN,Style Not as Expected
02/28/2023,C491,Customer 491,ORD06173,P045,Essential Modern Shirts,Shirts,2,248.15,496.3,PURCHASE,
03/29/2023,C007,Customer 7,ORD06174,P037,Deluxe Vintage Shirts,Shirts,3,129.15,387.45,PURCHASE,
05/27/2023,C446,Customer 446,ORD06175,P010,Premium Casual Accessories,Accessories,2,139.32,278.64,PURCHASE,
04/17/2023,C414,Customer 414,ORD06176,P032,Ultra Casual Accessories,Accessories,3,252.74,758.22,PURCHASE,
04/23/2023,C414,Customer 414,ORD06176,P032,Ultra Casual Accessories,Accessories,-3,252.74,-758.22,RETURN,Better Price Found
09/28/2023,C473,Customer 473,ORD06177,P025,Slim Vintage Shirts,Shirts,2,90.71,181.42,PURCHASE,
07/30/2023,C182,Customer 182,ORD06178,P016,Luxury Casual Dresses,Dresses,2,159.32,318.64,PURCHASE,
07/28/2023,C063,Customer 63,ORD06179,P008,Premium Athletic Underwear,Underwear,1,100.59,100.59,PURCHASE,
06/29/2023,C113,Customer 113,ORD06180,P016,Luxury Casual Dresses,Dresses,1,159.32,159.32,PURCHASE,
01/06/2023,C312,Customer 312,ORD06181,P008,Premium Athletic Underwear,Underwear,3,100.59,301.77,PURCHASE,
05/11/2023,C311,Customer 311,ORD06182,P026,Classic Modern Pants,Pants,2,296.67,593.34,PURCHASE,
02/11/2023,C004,Customer 4,ORD06183,P020,Classic Vintage Footwear,Footwear,1,199.09,199.09,PURCHASE,
12/01/2023,C447,Customer 447,ORD06184,P030,Ultra Casual Dresses,Dresses,3,160.11,480.33,PURCHASE,
01/08/2023,C464,Customer 464,ORD06185,P045,Essential Modern Shirts,Shirts,2,248.15,496.3,PURCHASE,
11/27/2023,C461,Customer 461,ORD06186,P034,Signature Modern Outerwear,Outerwear,1,289.46,289.46,PURCHASE,
11/12/2023,C419,Customer 419,ORD06187,P009,Deluxe Formal Footwear,Footwear,1,212.65,212.65,PURCHASE,
10/07/2023,C485,Customer 485,ORD06188,P021,Basic Athletic Swimwear,Swimwear,2,128.01,256.02,PURCHASE,
10/20/2023,C485,Customer 485,ORD06188,P021,Basic Athletic Swimwear,Swimwear,-2,128.01,-256.02,RETURN,Defective Product
12/17/2023,C165,Customer 165,ORD06189,P040,Ultra Casual Underwear,Underwear,3,143.86,431.58,PURCHASE,
11/11/2023,C411,Customer 411,ORD06190,P048,Luxury Formal Footwear,Footwear,2,28.94,57.88,PURCHASE,
09/21/2023,C012,Customer 12,ORD06191,P029,Premium Formal Shirts,Shirts,2,32.48,64.96,PURCHASE,
09/01/2023,C424,Customer 424,ORD06192,P011,Essential Vintage Shirts,Shirts,1,54.34,54.34,PURCHASE,
02/11/2023,C191,Customer 191,ORD06193,P044,Deluxe Modern Accessories,Accessories,1,247.62,247.62,PURCHASE,
04/06/2023,C153,Customer 153,ORD06194,P014,Luxury Formal Footwear,Footwear,3,213.95,641.85,PURCHASE,
04/10/2023,C153,Customer 153,ORD06194,P014,Luxury Formal Footwear,Footwear,-3,213.95,-641.85,RETURN,Wrong Size
01/13/2023,C439,Customer 439,ORD06195,P029,Premium Formal Shirts,Shirts,3,32.48,97.44,PURCHASE,
01/23/2023,C439,Customer 439,ORD06195,P029,Premium Formal Shirts,Shirts,-3,32.48,-97.44,RETURN,Wrong Size
08/02/2023,C044,Customer 44,ORD06196,P026,Classic Modern Pants,Pants,3,296.67,890.01,PURCHASE,
11/01/2023,C030,Customer 30,ORD06197,P020,Classic Vintage Footwear,Footwear,2,199.09,398.18,PURCHASE,
10/07/2023,C124,Customer 124,ORD06198,P050,Classic Casual Jackets,Jackets,3,180.01,540.03,PURCHASE,
02/25/2023,C376,Customer 376,ORD06199,P032,Ultra Casual Accessories,Accessories,3,252.74,758.22,PURCHASE,
12/01/2023,C432,Customer 432,ORD06200,P023,Luxury Casual Footwear,Footwear,2,283.44,566.88,PURCHASE,
04/18/2023,C069,Customer 69,ORD06201,P002,Relaxed Formal Underwear,Underwear,2,83.35,166.7,PURCHASE,
08/20/2023,C326,Customer 326,ORD06202,P036,Basic Modern Underwear,Underwear,3,299.73,899.19,PURCHASE,
06/04/2023,C176,Customer 176,ORD06203,P004,Ultra Casual Shirts,Shirts,3,118.58,355.74,PURCHASE,
06/01/2023,C330,Customer 330,ORD06204,P006,Deluxe Casual Footwear,Footwear,3,59.92,179.76,PURCHASE,
03/28/2023,C487,Customer 487,ORD06205,P023,Luxury Casual Footwear,Footwear,1,283.44,283.44,PURCHASE,
04/10/2023,C487,Customer 487,ORD06205,P023,Luxury Casual Footwear,Footwear,-1,283.44,-283.44,RETURN,Wrong Size
11/17/2023,C258,Customer 258,ORD06206,P024,Slim Vintage Shirts,Shirts,2,109.97,219.94,PURCHASE,
04/13/2023,C064,Customer 64,ORD06207,P021,Basic Athletic Swimwear,Swimwear,2,128.01,256.02,PURCHASE,
04/14/2023,C064,Customer 64,ORD06207,P021,Basic Athletic Swimwear,Swimwear,-2,128.01,-256.02,RETURN,Color Mismatch
03/29/2023,C117,Customer 117,ORD06208,P026,Classic Modern Pants,Pants,3,296.67,890.01,PURCHASE,
11/02/2023,C353,Customer 353,ORD06209,P031,Classic Vintage Swimwear,Swimwear,3,282.96,848.88,PURCHASE,
11/16/2023,C353,Customer 353,ORD06209,P031,Classic Vintage Swimwear,Swimwear,-3,282.96,-848.88,RETURN,Not As Described
03/06/2023,C026,Customer 26,ORD06210,P046,Premium Athletic Outerwear,Outerwear,3,238.48,715.44,PURCHASE,
03/20/2023,C026,Customer 26,ORD06210,P046,Premium Athletic Outerwear,Outerwear,-3,238.48,-715.44,RETURN,Changed Mind
06/17/2023,C366,Customer 366,ORD06211,P016,Luxury Casual Dresses,Dresses,3,159.32,477.96,PURCHASE,
05/28/2023,C038,Customer 38,ORD06212,P026,Classic Modern Pants,Pants,2,296.67,593.34,PURCHASE,
11/05/2023,C308,Customer 308,ORD06213,P019,Essential Casual Dresses,Dresses,1,198.26,198.26,PURCHASE,
05/21/2023,C398,Customer 398,ORD06214,P016,Luxury Casual Dresses,Dresses,1,159.32,159.32,PURCHASE,
05/31/2023,C398,Customer 398,ORD06214,P016,Luxury Casual Dresses,Dresses,-1,159.32,-159.32,RETURN,Fit Issues
01/13/2023,C316,Customer 316,ORD06215,P044,Deluxe Modern Accessories,Accessories,1,247.62,247.62,PURCHASE,
12/30/2023,C052,Customer 52,ORD06216,P010,Premium Casual Accessories,Accessories,2,139.32,278.64,PURCHASE,
06/19/2023,C141,Customer 141,ORD06217,P036,Basic Modern Underwear,Underwear,1,299.73,299.73,PURCHASE,
05/19/2023,C348,Customer 348,ORD06218,P025,Slim Vintage Shirts,Shirts,3,90.71,272.13,PURCHASE,
06/19/2023,C332,Customer 332,ORD06219,P044,Deluxe Modern Accessories,Accessories,3,247.62,742.86,PURCHASE,
06/26/2023,C332,Customer 332,ORD06219,P044,Deluxe Modern Accessories,Accessories,-3,247.62,-742.86,RETURN,Not As Described
03/02/2023,C062,Customer 62,ORD06220,P041,Relaxed Casual Activewear,Activewear,2,254.31,508.62,PURCHASE,
11/20/2023,C068,Customer 68,ORD06221,P029,Premium Formal Shirts,Shirts,3,32.48,97.44,PURCHASE,
11/24/2023,C101,Customer 101,ORD06222,P028,Essential Formal Accessories,Accessories,2,155.65,311.3,PURCHASE,
12/04/2023,C470,Customer 470,ORD06223,P009,Deluxe Formal Footwear,Footwear,3,212.65,637.95,PURCHASE,
07/07/2023,C334,Customer 334,ORD06224,P046,Premium Athletic Outerwear,Outerwear,3,238.48,715.44,PURCHASE,
07/01/2023,C375,Customer 375,ORD06225,P040,Ultra Casual Underwear,Underwear,2,143.86,287.72,PURCHASE,
12/31/2023,C029,Customer 29,ORD06226,P001,Classic Formal Dresses,Dresses,2,146.34,292.68,PURCHASE,
01/12/2024,C029,Customer 29,ORD06226,P001,Classic Formal Dresses,Dresses,-2,146.34,-292.68,RETURN,Better Price Found
03/15/2023,C037,Customer 37,ORD06227,P032,Ultra Casual Accessories,Accessories,1,252.74,252.74,PURCHASE,
10/10/2023,C056,Customer 56,ORD06228,P011,Essential Vintage Shirts,Shirts,3,54.34,163.02,PURCHASE,
09/05/2023,C317,Customer 317,ORD06229,P030,Ultra Casual Dresses,Dresses,1,160.11,160.11,PURCHASE,
09/09/2023,C317,Customer 317,ORD06229,P030,Ultra Casual Dresses,Dresses,-1,160.11,-160.11,RETURN,Style Not as Expected
02/18/2023,C296,Customer 296,ORD06230,P006,Deluxe Casual Footwear,Footwear,2,59.92,119.84,PURCHASE,
05/15/2023,C206,Customer 206,ORD06231,P018,Deluxe Casual Underwear,Underwear,1,175.89,175.89,PURCHASE,
05/17/2023,C206,Customer 206,ORD06231,P018,Deluxe Casual Underwear,Underwear,-1,175.89,-175.89,RETURN,Wrong Item Received
09/05/2023,C159,Customer 159,ORD06232,P005,Slim Vintage Pants,Pants,3,225.34,676.02,PURCHASE,
05/24/2023,C242,Customer 242,ORD06233,P047,Signature Casual Dresses,Dresses,1,130.88,130.88,PURCHASE,
02/10/2023,C086,Customer 86,ORD06234,P049,Premium Athletic Accessories,Accessories,1,31.24,31.24,PURCHASE,
01/18/2023,C316,Customer 316,ORD06235,P004,Ultra Casual Shirts,Shirts,3,118.58,355.74,PURCHASE,
03/24/2023,C432,Customer 432,ORD06236,P026,Classic Modern Pants,Pants,1,296.67,296.67,PURCHASE,
09/02/2023,C289,Customer 289,ORD06237,P010,Premium Casual Accessories,Accessories,2,139.32,278.64,PURCHASE,
12/02/2023,C194,Customer 194,ORD06238,P012,Premium Modern Dresses,Dresses,3,54.8,164.4,PURCHASE,
05/16/2023,C216,Customer 216,ORD06239,P030,Ultra Casual Dresses,Dresses,2,160.11,320.22,PURCHASE,
09/16/2023,C111,Customer 111,ORD06240,P018,Deluxe Casual Underwear,Underwear,1,175.89,175.89,PURCHASE,
09/30/2023,C111,Customer 111,ORD06240,P018,Deluxe Casual Underwear,Underwear,-1,175.89,-175.89,RETURN,Style Not as Expected
06/26/2023,C500,Customer 500,ORD06241,P022,Signature Formal Jackets,Jackets,1,61.31,61.31,PURCHASE,
06/28/2023,C500,Customer 500,ORD06241,P022,Signature Formal Jackets,Jackets,-1,61.31,-61.31,RETURN,Fit Issues
03/15/2023,C460,Customer 460,ORD06242,P033,Ultra Casual Dresses,Dresses,1,208.62,208.62,PURCHASE,
03/01/2023,C389,Customer 389,ORD06243,P014,Luxury Formal Footwear,Footwear,2,213.95,427.9,PURCHASE,
03/25/2023,C450,Customer 450,ORD06244,P008,Premium Athletic Underwear,Underwear,3,100.59,301.77,PURCHASE,
04/24/2023,C489,Customer 489,ORD06245,P019,Essential Casual Dresses,Dresses,1,198.26,198.26,PURCHASE,
04/25/2023,C489,Customer 489,ORD06245,P019,Essential Casual Dresses,Dresses,-1,198.26,-198.26,RETURN,Fit Issues
03/21/2023,C207,Customer 207,ORD06246,P046,Premium Athletic Outerwear,Outerwear,3,238.48,715.44,PURCHASE,
01/22/2023,C013,Customer 13,ORD06247,P002,Relaxed Formal Underwear,Underwear,3,83.35,250.05,PURCHASE,
11/11/2023,C120,Customer 120,ORD06248,P026,Classic Modern Pants,Pants,3,296.67,890.01,PURCHASE,
04/12/2023,C323,Customer 323,ORD06249,P034,Signature Modern Outerwear,Outerwear,2,289.46,578.92,PURCHASE,
11/20/2023,C215,Customer 215,ORD06250,P044,Deluxe Modern Accessories,Accessories,3,247.62,742.86,PURCHASE,
05/01/2023,C146,Customer 146,ORD06251,P016,Luxury Casual Dresses,Dresses,2,159.32,318.64,PURCHASE,
03/08/2023,C447,Customer 447,ORD06252,P020,Classic Vintage Footwear,Footwear,2,199.09,398.18,PURCHASE,
11/14/2023,C175,Customer 175,ORD06253,P036,Basic Modern Underwear,Underwear,2,299.73,599.46,PURCHASE,
09/30/2023,C401,Customer 401,ORD06254,P029,Premium Formal Shirts,Shirts,1,32.48,32.48,PURCHASE,
12/23/2023,C403,Customer 403,ORD06255,P048,Luxury Formal Footwear,Footwear,2,28.94,57.88,PURCHASE,
01/03/2024,C403,Customer 403,ORD06255,P048,Luxury Formal Footwear,Footwear,-2,28.94,-57.88,RETURN,Wrong Item Received
07/20/2023,C484,Customer 484,ORD06256,P037,Deluxe Vintage Shirts,Shirts,3,129.15,387.45,PURCHASE,
07/22/2023,C484,Customer 484,ORD06256,P037,Deluxe Vintage Shirts,Shirts,-3,129.15,-387.45,RETURN,Defective Product
11/22/2023,C151,Customer 151,ORD06257,P008,Premium Athletic Underwear,Underwear,3,100.59,301.77,PURCHASE,
09/02/2023,C134,Customer 134,ORD06258,P029,Premium Formal Shirts,Shirts,1,32.48,32.48,PURCHASE,
09/16/2023,C134,Customer 134,ORD06258,P029,Premium Formal Shirts,Shirts,-1,32.48,-32.48,RETURN,Fit Issues
02/25/2023,C137,Customer 137,ORD06259,P003,Basic Athletic Shirts,Shirts,3,194.57,583.71,PURCHASE,
02/27/2023,C137,Customer 137,ORD06259,P003,Basic Athletic Shirts,Shirts,-3,194.57,-583.71,RETURN,Wrong Size
03/27/2023,C396,Customer 396,ORD06260,P018,Deluxe Casual Underwear,Underwear,1,175.89,175.89,PURCHASE,
09/10/2023,C369,Customer 369,ORD06261,P017,Basic Athletic Jackets,Jackets,3,275.6,826.8,PURCHASE,
11/30/2023,C017,Customer 17,ORD06262,P015,Signature Formal Jackets,Jackets,1,78.25,78.25,PURCHASE,
12/19/2023,C121,Customer 121,ORD06263,P049,Premium Athletic Accessories,Accessories,3,31.24,93.72,PURCHASE,
12/14/2023,C104,Customer 104,ORD06264,P012,Premium Modern Dresses,Dresses,1,54.8,54.8,PURCHASE,
12/24/2023,C104,Customer 104,ORD06264,P012,Premium Modern Dresses,Dresses,-1,54.8,-54.8,RETURN,Style Not as Expected
10/18/2023,C341,Customer 341,ORD06265,P042,Luxury Modern Pants,Pants,1,294.81,294.81,PURCHASE,
10/22/2023,C341,Customer 341,ORD06265,P042,Luxury Modern Pants,Pants,-1,294.81,-294.81,RETURN,Wrong Size
05/22/2023,C435,Customer 435,ORD06266,P035,Basic Athletic Activewear,Activewear,1,242.57,242.57,PURCHASE,
05/24/2023,C435,Customer 435,ORD06266,P035,Basic Athletic Activewear,Activewear,-1,242.57,-242.57,RETURN,Color Mismatch
01/27/2023,C363,Customer 363,ORD06267,P035,Basic Athletic Activewear,Activewear,3,242.57,727.71,PURCHASE,
02/08/2023,C363,Customer 363,ORD06267,P035,Basic Athletic Activewear,Activewear,-3,242.57,-727.71,RETURN,Style Not as Expected
01/15/2023,C045,Customer 45,ORD06268,P032,Ultra Casual Accessories,Accessories,3,252.74,758.22,PURCHASE,
06/22/2023,C368,Customer 368,ORD06269,P020,Classic Vintage Footwear,Footwear,3,199.09,597.27,PURCHASE,
06/25/2023,C217,Customer 217,ORD06270,P043,Deluxe Formal Underwear,Underwear,2,79.21,158.42,PURCHASE,
01/03/2023,C389,Customer 389,ORD06271,P008,Premium Athletic Underwear,Underwear,2,100.59,201.18,PURCHASE,
01/04/2023,C389,Customer 389,ORD06271,P008,Premium Athletic Underwear,Underwear,-2,100.59,-201.18,RETURN,Quality Issues
07/31/2023,C100,Customer 100,ORD06272,P003,Basic Athletic Shirts,Shirts,1,194.57,194.57,PURCHASE,
08/11/2023,C100,Customer 100,ORD06272,P003,Basic Athletic Shirts,Shirts,-1,194.57,-194.57,RETURN,Wrong Size
04/16/2023,C001,Customer 1,ORD06273,P029,Premium Formal Shirts,Shirts,1,32.48,32.48,PURCHASE,
11/01/2023,C194,Customer 194,ORD06274,P047,Signature Casual Dresses,Dresses,2,130.88,261.76,PURCHASE,
11/05/2023,C194,Customer 194,ORD06274,P047,Signature Casual Dresses,Dresses,-2,130.88,-261.76,RETURN,Wrong Size
10/23/2023,C284,Customer 284,ORD06275,P043,Deluxe Formal Underwear,Underwear,2,79.21,158.42,PURCHASE,
11/08/2023,C121,Customer 121,ORD06276,P015,Signature Formal Jackets,Jackets,3,78.25,234.75,PURCHASE,
11/11/2023,C121,Customer 121,ORD06276,P015,Signature Formal Jackets,Jackets,-3,78.25,-234.75,RETURN,Not As Described
12/20/2023,C427,Customer 427,ORD06277,P018,Deluxe Casual Underwear,Underwear,3,175.89,527.67,PURCHASE,
05/16/2023,C279,Customer 279,ORD06278,P048,Luxury Formal Footwear,Footwear,1,28.94,28.94,PURCHASE,
05/29/2023,C279,Customer 279,ORD06278,P048,Luxury Formal Footwear,Footwear,-1,28.94,-28.94,RETURN,Style Not as Expected
03/19/2023,C417,Customer 417,ORD06279,P020,Classic Vintage Footwear,Footwear,3,199.09,597.27,PURCHASE,
03/23/2023,C417,Customer 417,ORD06279,P020,Classic Vintage Footwear,Footwear,-3,199.09,-597.27,RETURN,Wrong Size
02/19/2023,C245,Customer 245,ORD06280,P030,Ultra Casual Dresses,Dresses,2,160.11,320.22,PURCHASE,
01/20/2023,C191,Customer 191,ORD06281,P025,Slim Vintage Shirts,Shirts,3,90.71,272.13,PURCHASE,
02/02/2023,C191,Customer 191,ORD06281,P025,Slim Vintage Shirts,Shirts,-3,90.71,-272.13,RETURN,Fit Issues
03/20/2023,C480,Customer 480,ORD06282,P001,Classic Formal Dresses,Dresses,3,146.34,439.02,PURCHASE,
04/01/2023,C480,Customer 480,ORD06282,P001,Classic Formal Dresses,Dresses,-3,146.34,-439.02,RETURN,Fit Issues
04/27/2023,C038,Customer 38,ORD06283,P046,Premium Athletic Outerwear,Outerwear,3,238.48,715.44,PURCHASE,
10/17/2023,C425,Customer 425,ORD06284,P011,Essential Vintage Shirts,Shirts,1,54.34,54.34,PURCHASE,
03/26/2023,C406,Customer 406,ORD06285,P036,Basic Modern Underwear,Underwear,1,299.73,299.73,PURCHASE,
08/18/2023,C376,Customer 376,ORD06286,P024,Slim Vintage Shirts,Shirts,2,109.97,219.94,PURCHASE,
07/17/2023,C386,Customer 386,ORD06287,P006,Deluxe Casual Footwear,Footwear,1,59.92,59.92,PURCHASE,
09/14/2023,C412,Customer 412,ORD06288,P029,Premium Formal Shirts,Shirts,1,32.48,32.48,PURCHASE,
09/15/2023,C412,Customer 412,ORD06288,P029,Premium Formal Shirts,Shirts,-1,32.48,-32.48,RETURN,Style Not as Expected
03/23/2023,C437,Customer 437,ORD06289,P048,Luxury Formal Footwear,Footwear,1,28.94,28.94,PURCHASE,
08/04/2023,C127,Customer 127,ORD06290,P024,Slim Vintage Shirts,Shirts,3,109.97,329.91,PURCHASE,
05/05/2023,C401,Customer 401,ORD06291,P039,Essential Athletic Footwear,Footwear,1,236.29,236.29,PURCHASE,
05/06/2023,C401,Customer 401,ORD06291,P039,Essential Athletic Footwear,Footwear,-1,236.29,-236.29,RETURN,Style Not as Expected
08/23/2023,C383,Customer 383,ORD06292,P021,Basic Athletic Swimwear,Swimwear,3,128.01,384.03,PURCHASE,
09/05/2023,C383,Customer 383,ORD06292,P021,Basic Athletic Swimwear,Swimwear,-3,128.01,-384.03,RETURN,Color Mismatch
12/12/2023,C179,Customer 179,ORD06293,P008,Premium Athletic Underwear,Underwear,3,100.59,301.77,PURCHASE,
11/24/2023,C121,Customer 121,ORD06294,P015,Signature Formal Jackets,Jackets,1,78.25,78.25,PURCHASE,
02/18/2023,C281,Customer 281,ORD06295,P007,Classic Athletic Pants,Pants,2,232.75,465.5,PURCHASE,
03/16/2023,C179,Customer 179,ORD06296,P025,Slim Vintage Shirts,Shirts,3,90.71,272.13,PURCHASE,
03/27/2023,C179,Customer 179,ORD06296,P025,Slim Vintage Shirts,Shirts,-3,90.71,-272.13,RETURN,Fit Issues
02/11/2023,C286,Customer 286,ORD06297,P022,Signature Formal Jackets,Jackets,3,61.31,183.93,PURCHASE,
02/23/2023,C286,Customer 286,ORD06297,P022,Signature Formal Jackets,Jackets,-3,61.31,-183.93,RETURN,Defective Product
06/24/2023,C012,Customer 12,ORD06298,P011,Essential Vintage Shirts,Shirts,1,54.34,54.34,PURCHASE,
02/13/2023,C461,Customer 461,ORD06299,P020,Classic Vintage Footwear,Footwear,1,199.09,199.09,PURCHASE,
02/03/2023,C457,Customer 457,ORD06300,P045,Essential Modern Shirts,Shirts,2,248.15,496.3,PURCHASE,
08/19/2023,C342,Customer 342,ORD06301,P009,Deluxe Formal Footwear,Footwear,2,212.65,425.3,PURCHASE,
11/14/2023,C078,Customer 78,ORD06302,P031,Classic Vintage Swimwear,Swimwear,3,282.96,848.88,PURCHASE,
08/15/2023,C468,Customer 468,ORD06303,P038,Classic Formal Activewear,Activewear,1,41.55,41.55,PURCHASE,
07/06/2023,C278,Customer 278,ORD06304,P040,Ultra Casual Underwear,Underwear,3,143.86,431.58,PURCHASE,
02/03/2023,C121,Customer 121,ORD06305,P016,Luxury Casual Dresses,Dresses,3,159.32,477.96,PURCHASE,
02/10/2023,C121,Customer 121,ORD06305,P016,Luxury Casual Dresses,Dresses,-3,159.32,-477.96,RETURN,Fit Issues
07/17/2023,C073,Customer 73,ORD06306,P030,Ultra Casual Dresses,Dresses,2,160.11,320.22,PURCHASE,
12/24/2023,C306,Customer 306,ORD06307,P027,Essential Modern Accessories,Accessories,2,280.55,561.1,PURCHASE,
07/24/2023,C022,Customer 22,ORD06308,P028,Essential Formal Accessories,Accessories,2,155.65,311.3,PURCHASE,
01/31/2023,C007,Customer 7,ORD06309,P005,Slim Vintage Pants,Pants,2,225.34,450.68,PURCHASE,
02/12/2023,C007,Customer 7,ORD06309,P005,Slim Vintage Pants,Pants,-2,225.34,-450.68,RETURN,Fit Issues
01/15/2023,C424,Customer 424,ORD06310,P027,Essential Modern Accessories,Accessories,1,280.55,280.55,PURCHASE,
01/24/2023,C424,Customer 424,ORD06310,P027,Essential Modern Accessories,Accessories,-1,280.55,-280.55,RETURN,Fit Issues
02/07/2023,C210,Customer 210,ORD06311,P004,Ultra Casual Shirts,Shirts,1,118.58,118.58,PURCHASE,
04/26/2023,C328,Customer 328,ORD06312,P029,Premium Formal Shirts,Shirts,2,32.48,64.96,PURCHASE,
11/08/2023,C356,Customer 356,ORD06313,P038,Classic Formal Activewear,Activewear,1,41.55,41.55,PURCHASE,
02/18/2023,C442,Customer 442,ORD06314,P030,Ultra Casual Dresses,Dresses,3,160.11,480.33,PURCHASE,
03/02/2023,C442,Customer 442,ORD06314,P030,Ultra Casual Dresses,Dresses,-3,160.11,-480.33,RETURN,Style Not as Expected
07/29/2023,C304,Customer 304,ORD06315,P011,Essential Vintage Shirts,Shirts,3,54.34,163.02,PURCHASE,
08/04/2023,C304,Customer 304,ORD06315,P011,Essential Vintage Shirts,Shirts,-3,54.34,-163.02,RETURN,Wrong Size
10/27/2023,C196,Customer 196,ORD06316,P039,Essential Athletic Footwear,Footwear,2,236.29,472.58,PURCHASE,
10/31/2023,C196,Customer 196,ORD06316,P039,Essential Athletic Footwear,Footwear,-2,236.29,-472.58,RETURN,Fit Issues
03/13/2023,C260,Customer 260,ORD06317,P019,Essential Casual Dresses,Dresses,2,198.26,396.52,PURCHASE,
01/21/2023,C310,Customer 310,ORD06318,P043,Deluxe Formal Underwear,Underwear,1,79.21,79.21,PURCHASE,
01/27/2023,C310,Customer 310,ORD06318,P043,Deluxe Formal Underwear,Underwear,-1,79.21,-79.21,RETURN,Quality Issues
10/26/2023,C316,Customer 316,ORD06319,P043,Deluxe Formal Underwear,Underwear,3,79.21,237.63,PURCHASE,
06/27/2023,C395,Customer 395,ORD06320,P014,Luxury Formal Footwear,Footwear,2,213.95,427.9,PURCHASE,
03/07/2023,C012,Customer 12,ORD06321,P027,Essential Modern Accessories,Accessories,3,280.55,841.65,PURCHASE,
